	coach	race	mu	phi	value
8810	Lutece_Jay	Wood Elves	1418.708	141.422	1065.153
98154	Rumble	High Elves	1397.826	133.097	1065.0835
30223	lapiedra	Orc	1426.599	144.629	1065.0265
91221	KSL	High Elves	1485.429	168.163	1065.0215
112151	Malignant	Amazons	1699.747	253.899	1064.9995000000001
97310	lordgarlack	High Elves	1488.311	169.327	1064.9935
102629	Trambi	Halflings	1441.546	150.629	1064.9735
96637	Vimes	High Elves	1349.163	113.678	1064.968
85084	Ace0815	Dark Elves	1341.068	110.458	1064.923
109278	GarryDeacons	Amazons	1519.193	181.71	1064.918
55102	ishamael	Dwarves	1394.539	131.854	1064.904
59616	Blacktemplar	Dwarves	1372.814	123.173	1064.8815
211679	Infinito	Underworld	1390.554	130.27	1064.8790000000001
204409	Mystic_Lolo	Chaos Pact	1432.373	146.999	1064.8755
49063	DangerRat	Skaven	1418.773	141.561	1064.8705
124057	Cynic	Chaos	1404.087	135.703	1064.8295
49759	jkarr	Skaven	1548.964	193.656	1064.824
30127	KaduC	Orc	1421.0	142.475	1064.8125
29530	Boon	Orc	1381.892	126.835	1064.8045000000002
212658	Firebreather	Underworld	1430.878	146.439	1064.7804999999998
96045	Kenogui	High Elves	1486.0	168.495	1064.7625
47988	Verena	Skaven	1548.822	193.627	1064.7545
155157	Temujin71	Khemri	1469.842	162.075	1064.6545
58931	vorrt	Dwarves	1439.938	150.118	1064.643
104966	Darth_prophet	Halflings	1658.765	237.654	1064.63
56800	turlog	Dwarves	1509.089	177.788	1064.619
144829	Melopsittacus	Necromantic	1559.026	197.769	1064.6035000000002
50165	Arith_angull	Skaven	1421.951	142.961	1064.5484999999999
129321	Nazzareno	Goblins	1362.636	119.24	1064.536
41695	naecken	Norse	1479.571	166.026	1064.5059999999999
91540	Buldogr	High Elves	1463.608	159.649	1064.4855
206944	BloodbowlGurre	Chaos Pact	1422.607	143.25	1064.482
207202	Eski	Chaos Pact	1486.678	168.881	1064.4755
138268	octopus	Necromantic	1448.499	153.61	1064.474
55826	Bo16	Dwarves	1544.112	191.858	1064.467
136770	ZeFrite	Necromantic	1447.034	153.039	1064.4365000000003
46395	shuran	Skaven	1410.866	138.58	1064.416
74131	Dan_Zan	Lizardmen	1351.396	114.801	1064.3935
205210	Tehoof	Chaos Pact	1416.07	140.674	1064.385
51785	Communis	Skaven	1429.25	145.961	1064.3474999999999
44482	Trenados	Norse	1439.264	149.974	1064.329
111759	voltron	Amazons	1623.257	223.577	1064.3145
194867	Budmilka	Slann	1430.519	146.488	1064.299
51545	Cactuss	Skaven	1588.118	209.529	1064.2955
72240	Wismerhill	Chaos Dwarves	1517.239	181.18	1064.289
41550	Helena	Norse	1413.924	139.86	1064.274
129641	threeofswords	Goblins	1325.43	104.467	1064.2625
10133	opnicus	Humans	1471.982	163.092	1064.252
94187	templar	High Elves	1347.786	113.416	1064.246
79960	APANDEE	Lizardmen	1474.113	163.951	1064.2355
116588	Kolmena_Morena	Amazons	1456.052	156.732	1064.222
4076	Comm	Wood Elves	1533.908	187.885	1064.1954999999998
40946	LordUhr	Norse	1287.695	89.404	1064.185
25934	Endail	Undead	1452.264	155.232	1064.184
130222	Xod	Goblins	1347.532	113.34	1064.1819999999998
48994	el_sid	Skaven	1499.099	173.972	1064.1689999999999
124560	battlepuppy	Chaos	1405.673	136.607	1064.1555
79862	Bobite	Lizardmen	1437.105	149.18	1064.155
39631	Mr_Pan	Norse	1413.334	139.672	1064.154
189078	Dadayou	Vampires	1365.056	120.365	1064.1435000000001
136458	stelacero	Necromantic	1297.678	93.42	1064.1280000000002
59364	TheCunning	Dwarves	1290.247	90.45	1064.122
209925	shuran	Underworld	1412.858	139.495	1064.1205
9580	ZeFrite	Humans	1524.264	184.073	1064.0814999999998
70676	Ravening	Chaos Dwarves	1433.629	147.821	1064.0765
102362	Froggy	Halflings	1382.956	127.559	1064.0584999999999
55785	Aeldur	Dwarves	1504.328	176.113	1064.0455
7127	Kalmi	Wood Elves	1483.273	167.7	1064.023
112446	Goldfish	Amazons	1504.04	176.011	1064.0125
24326	stareater	Undead	1501.19	174.874	1064.005
63927	erebor	Chaos Dwarves	1403.064	135.628	1063.9940000000001
167493	jip	Nurgle's Rotters	1359.532	118.237	1063.9395
41465	SteelyKnife	Norse	1584.033	208.046	1063.918
47125	RobStac	Skaven	1572.476	203.427	1063.9085
113203	Lupus	Amazons	1502.195	175.318	1063.8999999999999
80323	grumm	Lizardmen	1458.881	157.999	1063.8835000000001
30424	DaCrusha	Orc	1510.414	178.62	1063.864
75520	joantrooper	Lizardmen	1409.153	138.133	1063.8205
100170	Tiamo69	Halflings	1389.466	130.26	1063.8159999999998
127096	Videador	Chaos	1388.927	130.056	1063.7869999999998
172789	indiana-utah	Ogres	1406.146	136.957	1063.7535
147321	Xac	Elves	1479.051	166.134	1063.716
57433	Mr.T	Dwarves	1504.263	176.228	1063.6929999999998
214438	Ratt	Underworld	1467.771	161.633	1063.6885
121522	leverloos	Chaos	1403.886	136.08	1063.686
60572	lordhereticus	Dwarves	1491.467	171.121	1063.6645
198986	svarthand	Slann	1553.734	196.03	1063.6589999999999
101187	CSC1551	Halflings	1652.842	235.684	1063.632
102014	Auzxanio	Halflings	1481.921	167.32	1063.621
83280	Natasha	Dark Elves	1425.132	144.613	1063.5995
107882	dabla	Halflings	1385.461	128.757	1063.5684999999999
113629	Ramba	Amazons	1416.265	141.079	1063.5675
57542	Xod	Dwarves	1466.425	161.171	1063.4975
37565	Meowcats	Norse	1498.716	174.091	1063.4885
32669	yishwaagh	Orc	1468.044	161.823	1063.4865
112421	zoglug	Amazons	1455.935	156.985	1063.4724999999999
215662	bistouf	Underworld	1419.053	142.233	1063.4705000000001
168476	Parry	Nurgle's Rotters	1446.614	153.261	1063.4615000000001
174957	Théo	Ogres	1266.41	81.18	1063.46
27684	Alfindor	Orc	1486.203	169.1	1063.453
106812	Carbrawn	Halflings	1416.539	141.237	1063.4465
75523	pey	Lizardmen	1330.544	106.863	1063.3865
87536	Potter	Dark Elves	1612.081	219.481	1063.3784999999998
41371	Darth_prophet	Norse	1478.854	166.193	1063.3715
120087	guillerkawasaki	Chaos	1404.573	136.493	1063.3405000000002
137666	ayvess	Necromantic	1403.84	136.221	1063.2875
138594	Tinky_Winky	Necromantic	1659.56	238.52	1063.2599999999998
135679	runki_khrum	Goblins	1323.93	104.282	1063.2250000000001
13683	Tanin	Humans	1323.428	104.084	1063.218
31545	RedDawn	Orc	1479.82	166.654	1063.185
32455	redjack	Orc	1541.115	191.175	1063.1775
29727	Random	Orc	1347.458	113.713	1063.1755
17773	Jugaka	Humans	1406.857	137.484	1063.147
58321	jps20	Dwarves	1516.635	181.4	1063.135
169114	javiragnar	Nurgle's Rotters	1471.426	163.32	1063.126
119174	ragnarok78mg	Chaos	1536.157	189.239	1063.0594999999998
106972	calvofai	Halflings	1423.25	144.078	1063.055
11775	VBZ	Humans	1441.437	151.359	1063.0394999999999
51191	paulwinter	Skaven	1423.776	144.296	1063.036
34622	Oni	Orc	1400.567	135.017	1063.0245
109894	JimmyFantastic	Amazons	1528.338	186.126	1063.023
10937	IanTBBF	Humans	1487.188	169.669	1063.0155
79796	Cookie	Lizardmen	1437.825	149.941	1062.9725
36198	Mal	Orc	1567.842	201.963	1062.9345
60495	roibnur	Dwarves	1432.944	148.013	1062.9115
50213	Natzo	Skaven	1415.886	141.195	1062.8985
131939	Hoggle	Goblins	1382.747	127.949	1062.8745000000001
94828	Hellcat	High Elves	1449.352	154.594	1062.8670000000002
148824	JoeKano	Elves	1428.807	146.394	1062.8220000000001
61085	Radagast	Dwarves	1510.904	179.249	1062.7815
16039	alrik	Humans	1557.767	197.997	1062.7745
84466	thorgrum	Dark Elves	1491.722	171.58	1062.772
59833	MAKISH	Dwarves	1412.306	139.819	1062.7585000000001
81309	CT_konrad	Lizardmen	1376.016	125.308	1062.746
192526	Klark	Slann	1363.227	120.202	1062.7220000000002
183360	Alkaline13	Vampires	1475.29	165.038	1062.695
30781	Winged_Human	Orc	1467.038	161.742	1062.683
158246	Titouch	Khemri	1538.714	190.432	1062.634
127540	daht	Goblins	1302.588	95.984	1062.628
204439	davido	Chaos Pact	1436.34	149.485	1062.6274999999998
124888	HDubbs	Chaos	1458.952	158.545	1062.5895
41030	badpublicity	Norse	1496.215	173.464	1062.5549999999998
3202	Skink_compact	Wood Elves	1428.59	146.417	1062.5475
55137	Simo75	Dwarves	1452.082	155.814	1062.547
88624	zio_kirie	Dark Elves	1497.601	174.022	1062.5460000000003
84967	Skink_compact	Dark Elves	1450.931	155.368	1062.511
27193	alvin	Undead	1471.94	163.775	1062.5025
201072	dark_trainer	Chaos Pact	1520.677	183.3	1062.427
86647	Felk	Dark Elves	1553.173	196.308	1062.403
46285	Kramerkiller	Skaven	1529.422	186.808	1062.402
33480	Avatar111x	Orc	1390.939	131.422	1062.384
208905	Kilowog1	Chaos Pact	1489.728	170.957	1062.3355000000001
160219	thomthomkc	Khemri	1505.605	177.309	1062.3325
68164	davido	Chaos Dwarves	1412.365	140.016	1062.325
122828	Spal	Chaos	1370.362	123.224	1062.3020000000001
134339	El_hombre	Goblins	1466.156	161.555	1062.2685
38833	Yohancryer	Norse	1462.235	159.992	1062.2549999999999
83615	Seb27	Dark Elves	1379.763	127.014	1062.228
84395	Antrax	Dark Elves	1518.163	182.374	1062.228
191991	phonechecked	Slann	1547.243	194.008	1062.223
27011	Thrud	Undead	1470.927	163.484	1062.2169999999999
13313	Legion_Forty2	Humans	1577.837	206.251	1062.2095
171642	infectious_velvet	Nurgle's Rotters	1342.647	112.181	1062.1945
118419	andswin	Chaos	1435.647	149.383	1062.1895
143125	Communiste	Necromantic	1651.459	235.711	1062.1815000000001
140181	macwitt	Necromantic	1502.657	176.206	1062.1419999999998
49173	GCO	Skaven	1454.739	157.039	1062.1415000000002
58749	shushnik	Dwarves	1458.38	158.509	1062.1075
48496	Alf	Skaven	1468.739	162.663	1062.0815
57792	korvinus	Dwarves	1614.521	220.987	1062.0535
57240	necromunda	Dwarves	1334.763	109.088	1062.043
83563	Cassal	Dark Elves	1391.93	131.96	1062.03
73667	alexhammer-timehamilton	Lizardmen	1389.242	130.911	1061.9645
41249	Dudegrip	Norse	1476.998	166.024	1061.938
88198	Tupiboy	Dark Elves	1463.698	160.704	1061.938
54756	hamdi	Dwarves	1608.835	218.775	1061.8975
144899	chimp2010	Necromantic	1399.74	135.147	1061.8725
105490	sann0638	Halflings	1454.265	156.96	1061.865
86774	gosoul	Dark Elves	1531.252	187.757	1061.8595
108271	Gazza	Halflings	1400.194	135.35	1061.819
125312	drandon	Chaos	1408.844	138.823	1061.7865000000002
117649	CT_konrad	Amazons	1422.828	144.418	1061.783
59045	Mite	Dwarves	1598.917	214.859	1061.7694999999999
65984	Furnie	Chaos Dwarves	1452.532	156.305	1061.7694999999999
175590	Sandwich	Ogres	1394.276	133.009	1061.7535
131017	JABO	Goblins	1415.954	141.687	1061.7365
159181	Bayernkini	Khemri	1422.631	144.359	1061.7335
5164	stuartddj	Wood Elves	1445.709	153.597	1061.7165
61091	Devils_Advocate	Dwarves	1457.123	158.174	1061.688
195093	Yun	Slann	1393.732	132.853	1061.5994999999998
84624	Living	Dark Elves	1436.302	149.881	1061.5994999999998
96806	Underworld	High Elves	1389.558	131.184	1061.598
11692	Geoffro	Humans	1392.443	132.371	1061.5155
165854	Nightwing	Nurgle's Rotters	1384.107	129.046	1061.492
135905	Punkpogoer	Goblins	1423.508	144.81	1061.4830000000002
63886	hackerman	Chaos Dwarves	1373.365	124.753	1061.4825
2675	Akaro	Wood Elves	1387.247	130.311	1061.4695000000002
33452	fluffy_bunny	Orc	1446.122	153.861	1061.4695000000002
138913	Haggislad	Necromantic	1528.468	186.807	1061.4505000000001
194011	bimbork	Slann	1389.032	131.051	1061.4045
22917	nick_nameless	Undead	1553.606	196.885	1061.3935000000001
34218	Killerpea	Orc	1405.753	137.746	1061.388
185470	Loki	Vampires	1414.403	141.206	1061.388
94472	hachablanca	High Elves	1402.683	136.542	1061.328
133951	mohgreen	Goblins	1396.262	133.984	1061.302
75820	redcard	Lizardmen	1494.348	173.219	1061.3004999999998
132206	fol82	Goblins	1405.424	137.662	1061.269
77981	cereal_killer	Lizardmen	1406.398	138.053	1061.2655
13221	snowmacus	Humans	1406.649	138.16	1061.2489999999998
171853	Abbaddon	Nurgle's Rotters	1461.751	160.203	1061.2435
36674	Peakey	Norse	1473.588	164.939	1061.2404999999999
17152	Gibbon666	Humans	1517.629	182.557	1061.2365
105722	Vimes	Halflings	1364.875	121.47	1061.2
147944	tran	Elves	1457.253	158.425	1061.1905
28788	buzzard	Orc	1546.972	194.321	1061.1695
177138	lei	Ogres	1542.84	192.692	1061.11
96768	whitechedder	High Elves	1682.293	248.484	1061.0829999999999
36724	scottish	Norse	1380.621	127.83	1061.046
163573	bigallium	Nurgle's Rotters	1472.924	164.755	1061.0365
124683	lemonsolutions	Chaos	1500.384	175.75	1061.009
142551	Armolaidas	Necromantic	1460.153	159.664	1060.993
89218	Atxa	Dark Elves	1550.032	195.623	1060.9744999999998
213690	Tholaki	Underworld	1503.72	177.107	1060.9525
83575	Juanant	Dark Elves	1489.254	171.321	1060.9515
48265	joantrooper	Skaven	1427.552	146.651	1060.9244999999999
42950	Andrew_Lane	Norse	1500.421	175.801	1060.9185000000002
180858	Oun	Ogres	1459.345	159.373	1060.9125
144729	spike	Necromantic	1396.349	134.175	1060.9115
32011	MinorDread	Orc	1501.435	176.213	1060.9025
54125	Romerotomillo	Skaven	1394.977	133.63	1060.902
177225	stinging_monkey	Ogres	1428.903	147.201	1060.9005
112419	Serge_Blanco	Amazons	1576.783	206.365	1060.8705
39992	mkfan	Norse	1612.893	220.812	1060.863
35778	abigor	Orc	1485.955	170.041	1060.8525
203285	elonti	Chaos Pact	1597.668	214.733	1060.8355
85174	Rackam	Dark Elves	1576.865	206.416	1060.825
155579	Velkor	Khemri	1437.234	150.568	1060.8139999999999
41667	DeathJester	Norse	1437.92	150.844	1060.81
55498	Thamartin	Dwarves	1594.302	213.408	1060.782
12967	AdvanceOp	Humans	1408.788	139.228	1060.7179999999998
150684	Setropo	Elves	1394.148	133.375	1060.7105
33982	ThunderchildAU	Orc	1558.445	199.095	1060.7075
88461	Kunta	Dark Elves	1366.441	122.306	1060.676
143445	Betty	Necromantic	1299.802	95.654	1060.667
24683	Kurgaien	Undead	1406.766	138.44	1060.6660000000002
164193	wobert	Nurgle's Rotters	1440.915	152.121	1060.6125
21799	Roccia	Undead	1522.028	184.567	1060.6105
35909	XaJah	Orc	1501.184	176.247	1060.5665
212219	Cossack	Underworld	1396.014	134.195	1060.5265
125532	waddywoos	Chaos	1381.711	128.48	1060.511
60061	jimidrengen	Dwarves	1496.099	174.251	1060.4714999999999
31303	mgobirch	Orc	1360.509	120.018	1060.464
83724	cdwat	Dark Elves	1595.711	214.099	1060.4635
167426	ottaxhol	Nurgle's Rotters	1326.736	106.52	1060.4360000000001
126848	perceballe	Chaos	1501.908	176.598	1060.413
86372	jsalacross	Dark Elves	1502.487	176.838	1060.392
16575	The_Tyser	Humans	1410.721	140.132	1060.391
28679	RaiderRedleg	Orc	1458.025	159.058	1060.38
27818	datch	Orc	1492.558	172.876	1060.368
64580	Ratamuerta	Chaos Dwarves	1350.215	115.944	1060.355
200139	Mushoomy	Chaos Pact	1394.532	133.674	1060.347
93178	Dr_Cross	High Elves	1418.803	143.399	1060.3055000000002
9507	smocco	Humans	1580.213	207.974	1060.278
129151	Xac	Goblins	1346.572	114.53	1060.2469999999998
142349	Lychanthrope	Necromantic	1394.081	133.534	1060.2459999999999
175592	tatanka	Ogres	1537.256	190.808	1060.236
46737	azgrand	Skaven	1521.888	184.674	1060.203
50926	Coluky	Skaven	1615.612	222.17	1060.1870000000001
72089	zegroumf	Chaos Dwarves	1290.951	92.306	1060.1860000000001
102282	miloquaser	Halflings	1380.23	128.02	1060.18
107988	Spongebob	Halflings	1409.53	139.746	1060.165
197901	Cookie	Slann	1371.011	124.34	1060.161
22638	Depresor	Undead	1495.324	174.067	1060.1565
115684	paloma	Amazons	1375.017	125.974	1060.082
86728	Bloodbath	Dark Elves	1384.89	129.931	1060.0625
134184	Leipziger	Goblins	1349.515	115.781	1060.0625
71526	randroid	Chaos Dwarves	1367.829	123.11	1060.054
205800	candex	Chaos Pact	1518.83	183.52	1060.03
137129	inge	Necromantic	1322.533	105.014	1059.998
107669	theotherspencer	Halflings	1452.099	156.846	1059.984
162815	flo	Khemri	1375.808	126.332	1059.978
107403	Captain_Tater	Halflings	1471.28	164.522	1059.975
216360	tin_smasher	Underworld	1456.524	158.623	1059.9665
27623	Kafre	Orc	1434.037	149.632	1059.9569999999999
118326	Short_Man	Chaos	1413.291	141.34	1059.9409999999998
62642	gote	Dwarves	1572.057	204.847	1059.9395
132429	Quercio	Goblins	1395.571	134.257	1059.9285
36013	tammaro	Orc	1491.377	172.586	1059.9119999999998
73253	jyvindar	Lizardmen	1548.94	195.613	1059.9075
42479	bobfletch	Norse	1445.109	154.093	1059.8764999999999
84641	MarcoCaccia	Dark Elves	1425.49	146.251	1059.8625
168569	BlapyMetal	Nurgle's Rotters	1454.013	157.687	1059.7955
52459	hunter	Skaven	1399.514	135.893	1059.7814999999998
175453	Magmerli	Ogres	1479.693	167.975	1059.7555
16410	CoolOtto	Humans	1449.734	155.996	1059.744
156891	horns_up	Khemri	1546.845	194.869	1059.6725000000001
123980	Minion_of_doom	Chaos	1529.715	188.017	1059.6725
68422	Marcuz	Chaos Dwarves	1390.384	132.293	1059.6515
202738	Florrent	Chaos Pact	1450.564	156.386	1059.5990000000002
60177	Kage	Dwarves	1465.817	162.5	1059.567
33042	Vimes	Orc	1440.46	152.363	1059.5525
202426	Jugar	Chaos Pact	1380.601	128.423	1059.5435000000002
85102	templar	Dark Elves	1372.332	125.117	1059.5395
70716	Scarpo	Chaos Dwarves	1401.895	136.951	1059.5175
28208	Rufus	Orc	1549.722	196.086	1059.507
68350	Cardif	Chaos Dwarves	1422.708	145.31	1059.433
68957	endimion	Chaos Dwarves	1393.671	133.701	1059.4185
34385	sigmaeta	Orc	1541.139	192.701	1059.3864999999998
100029	Dents_de_sabre	Halflings	1406.25	138.756	1059.3600000000001
63939	zyrael	Chaos Dwarves	1518.137	183.511	1059.3595
29831	Zippy	Orc	1505.503	178.468	1059.333
24446	Armolaidas	Undead	1366.176	122.747	1059.3084999999999
150631	Hudson	Elves	1392.092	133.121	1059.2895
72785	lunchmoney	Lizardmen	1389.164	131.957	1059.2715
14966	Kevin	Humans	1589.834	212.236	1059.2440000000001
25548	Dadayou	Undead	1388.601	131.747	1059.2335
53839	netrnner	Skaven	1510.313	180.451	1059.1855
46004	ljota	Skaven	1541.79	193.044	1059.1799999999998
27174	BB_Pad	Undead	1547.63	195.392	1059.15
26618	The_Destructor	Undead	1460.498	160.545	1059.1355
31898	Swarley	Orc	1366.34	122.882	1059.1349999999998
30672	leverloos	Orc	1447.452	155.332	1059.122
60146	xtonino	Dwarves	1313.479	101.746	1059.114
33694	MagicDave	Orc	1397.389	135.328	1059.069
126315	Wosret	Chaos	1398.3	135.698	1059.0549999999998
154151	giobin	Elves	1455.392	158.56	1058.9920000000002
177	Blank_Page	Wood Elves	1728.093	267.641	1058.9904999999999
28768	flyktsoda	Orc	1596.106	214.855	1058.9685
30393	Blackturtle	Orc	1412.32	141.35	1058.945
17741	dr._rudolf_von_richten	Humans	1399.355	136.181	1058.9025
32671	nefarius	Orc	1642.61	233.484	1058.8999999999999
176731	gerbido	Ogres	1335.2	110.528	1058.88
47869	mrschutte	Skaven	1489.845	172.387	1058.8775
133733	captainkellen	Goblins	1346.703	115.133	1058.8705
33832	Bazooka25	Orc	1416.496	143.054	1058.861
29746	spank2800	Orc	1415.709	142.745	1058.8465
54021	ddark	Skaven	1443.592	153.911	1058.8145
100905	shuran	Halflings	1425.57	146.72	1058.77
33864	AngusDad	Orc	1407.242	139.39	1058.767
33363	Morg	Orc	1414.76	142.4	1058.76
43760	Neil_Lordybloke	Norse	1502.699	177.579	1058.7515
143875	janot	Necromantic	1538.579	191.933	1058.7465
64211	jj2	Chaos Dwarves	1490.43	172.68	1058.73
4849	chaoszwerg2001	Wood Elves	1480.436	168.709	1058.6634999999999
23682	opyruso	Undead	1553.31	197.86	1058.6599999999999
163635	lunchmoney	Nurgle's Rotters	1419.325	144.278	1058.63
33879	kerans	Orc	1350.957	116.936	1058.6170000000002
11789	Bobafettsmum	Humans	1447.384	155.509	1058.6115
104693	Tojurub	Halflings	1270.203	84.646	1058.588
26797	viyullas	Undead	1339.86	112.529	1058.5375
33460	Zinak	Orc	1469.705	164.471	1058.5275
40845	Deadwannabe	Norse	1445.759	154.895	1058.5215
106641	suffer	Halflings	1425.57	146.827	1058.5025
65056	tetsuo	Chaos Dwarves	1450.947	156.995	1058.4595
20639	TaMaMBoLo	Undead	1398.666	136.091	1058.4385
85262	Frakas	Dark Elves	1452.848	157.787	1058.3805
1543	mamok	Wood Elves	1375.883	127.004	1058.373
198128	docdeth	Slann	1452.651	157.729	1058.3285
72920	tlawson	Lizardmen	1433.919	150.246	1058.304
134549	agalstrax	Goblins	1341.031	113.096	1058.291
155769	Euh…Ouais	Khemri	1496.557	175.32	1058.257
16567	Vinz_D	Humans	1367.733	123.794	1058.248
73586	wwe2015	Lizardmen	1332.619	109.751	1058.2414999999999
3509	Emilskaya	Wood Elves	1360.366	120.851	1058.2385
118768	wobert	Chaos	1451.781	157.419	1058.2334999999998
2112	Ganondorky	Wood Elves	1485.854	171.053	1058.2215
214229	daloonieshaman	Underworld	1345.67	114.98	1058.22
124321	Twelfman	Chaos	1422.751	145.82	1058.201
75353	Autailome	Lizardmen	1572.595	205.758	1058.2
124572	Foulmi	Chaos	1554.971	198.711	1058.1934999999999
3778	Handsome	Wood Elves	1362.847	121.873	1058.1644999999999
84802	yatagarasu	Dark Elves	1338.15	111.995	1058.1625000000001
59782	Democritus	Dwarves	1409.087	140.385	1058.1245
2930	Logain	Wood Elves	1573.976	206.366	1058.0610000000001
183528	phalenopsis	Vampires	1484.456	170.572	1058.0259999999998
48997	dfunkateer	Skaven	1454.403	158.558	1058.008
90074	godfather	Dark Elves	1462.503	161.823	1057.9454999999998
155182	chocho	Khemri	1391.414	133.393	1057.9315
33462	maelstrom	Orc	1588.108	212.074	1057.9229999999998
202501	PapaNoel	Chaos Pact	1316.815	103.564	1057.9050000000002
50659	skrolk	Skaven	1457.077	159.689	1057.8545
18707	lawquoter	Undead	1401.166	137.325	1057.8535
188722	Lowie	Vampires	1481.628	169.515	1057.8405
22892	PlantingLemur	Undead	1496.68	175.54	1057.8300000000002
56723	nikodemus	Dwarves	1399.349	136.618	1057.804
134680	The_Tyser	Goblins	1380.798	129.218	1057.7530000000002
59035	tof	Dwarves	1376.332	127.434	1057.747
63218	svalvolo	Dwarves	1413.076	142.135	1057.7385
135464	Magikmoon	Goblins	1430.775	149.215	1057.7375000000002
192433	Brownstone	Slann	1485.903	171.27	1057.728
182342	el_Luke	Vampires	1384.007	130.518	1057.712
120206	Vyvyan	Chaos	1450.414	157.086	1057.699
19660	sillysimon	Undead	1667.931	244.095	1057.6935
78028	d6damager	Lizardmen	1612.244	221.823	1057.6864999999998
187796	Stratford	Vampires	1472.222	165.82	1057.672
32086	Metallkopp	Orc	1410.536	141.15	1057.661
197662	Carbrawn	Slann	1396.408	135.509	1057.6354999999999
191423	KRaff	Slann	1503.135	178.201	1057.6325
77083	Crisss	Lizardmen	1456.569	159.583	1057.6115
208526	dr._rudolf_von_richten	Chaos Pact	1415.932	143.332	1057.602
127474	MrSerch	Goblins	1395.214	135.057	1057.5715
60557	Utak	Dwarves	1492.189	173.847	1057.5715
87600	Baugh2	Dark Elves	1510.837	181.312	1057.557
145363	kaazor	Elves	1469.397	164.738	1057.552
64950	duckwing	Chaos Dwarves	1400.715	137.268	1057.5449999999998
61038	Skorzak	Dwarves	1498.133	176.24	1057.533
141689	yishwaagh	Necromantic	1551.956	197.78	1057.5059999999999
179334	Airus	Ogres	1424.757	146.905	1057.4945
174977	zootsuitjeff	Ogres	1412.354	141.95	1057.479
90495	dreamscreator	Dark Elves	1325.786	107.349	1057.4135
132208	Olaf_Wolf	Goblins	1433.969	150.623	1057.4115000000002
87995	nevyn	Dark Elves	1480.922	169.409	1057.3995
103011	blacksalamander	Halflings	1389.794	132.968	1057.3740000000003
131694	El_Verde	Goblins	1444.115	154.698	1057.37
70604	Belafon	Chaos Dwarves	1422.788	146.184	1057.328
176911	jeffro	Ogres	1362.975	122.271	1057.2975
4254	nib	Wood Elves	1576.648	207.741	1057.2954999999997
123792	Bonico	Chaos	1343.276	114.393	1057.2935
36232	kirkwb	Orc	1542.746	194.186	1057.281
148982	hachablanca	Elves	1434.848	151.03	1057.273
34776	Barboza	Orc	1386.935	131.871	1057.2575
191313	SparkyDave	Slann	1489.345	172.841	1057.2425
94020	Lablatte	High Elves	1499.795	177.021	1057.2425
161285	EvilTrev	Khemri	1391.261	133.619	1057.2134999999998
12013	Boneyxxx	Humans	1572.787	206.23	1057.212
102363	Clan_Skaven	Halflings	1413.009	142.331	1057.1815000000001
71934	maydaymick	Chaos Dwarves	1575.831	207.477	1057.1385
11529	mrschutte	Humans	1440.459	153.329	1057.1365
25603	thor87	Undead	1364.677	123.021	1057.1245
87455	JaM	Dark Elves	1388.143	132.408	1057.123
152474	PetitePoire	Elves	1364.587	122.986	1057.1219999999998
31568	KPM2008	Orc	1379.875	129.112	1057.095
62480	Mesaya	Dwarves	1441.298	153.688	1057.078
53588	DAVETMAN	Skaven	1461.459	161.755	1057.0715
69136	VandloMiguel	Chaos Dwarves	1567.498	204.173	1057.0655000000002
129176	CHEF_JULIUS	Goblins	1443.283	154.487	1057.0655
62548	PANDA	Dwarves	1459.006	160.787	1057.0385
211959	Giraffe	Underworld	1378.373	128.55	1056.998
27713	Grotsmeg	Orc	1514.497	183.013	1056.9645
160361	Taxal	Khemri	1386.176	131.69	1056.951
54641	Catchan	Dwarves	1517.777	184.338	1056.932
82981	mother_chucker	Dark Elves	1405.079	139.261	1056.9265
93024	LifeLongRookie	High Elves	1477.557	168.254	1056.922
26412	frogboy	Undead	1404.561	139.056	1056.9209999999998
80162	Vinz_D	Lizardmen	1419.542	145.049	1056.9195
88377	HGC_Titan	Dark Elves	1483.727	170.729	1056.9045
64485	Holgi482	Chaos Dwarves	1554.598	199.088	1056.878
205542	Tempest	Chaos Pact	1388.561	132.687	1056.8435
72326	Bob	Chaos Dwarves	1403.507	138.668	1056.837
106315	Phoenix11	Halflings	1500.748	177.569	1056.8255000000001
47820	Ty_lepko	Skaven	1429.162	148.938	1056.817
139944	Sato	Necromantic	1556.166	199.745	1056.8035
151406	Meradanis	Elves	1463.171	162.555	1056.7835
29190	Mandoryan	Orc	1454.502	159.092	1056.772
100843	Myrmedon	Halflings	1337.638	112.352	1056.7579999999998
53773	Arkhandzar	Skaven	1470.331	165.443	1056.7234999999998
50077	Ordasmania	Skaven	1476.28	167.823	1056.7224999999999
30143	Ivs	Orc	1497.774	176.429	1056.7015
32482	Templar23	Orc	1466.715	164.006	1056.6999999999998
135786	ddark	Goblins	1405.75	139.626	1056.685
38598	Chaos101	Norse	1491.427	173.898	1056.6819999999998
90426	Bengrim	Dark Elves	1479.671	169.21	1056.646
68264	sori	Chaos Dwarves	1573.361	206.692	1056.631
144635	Syeknom	Necromantic	1430.805	149.69	1056.58
83655	Glassa84	Dark Elves	1470.916	165.748	1056.5459999999998
97240	gamernut	High Elves	1576.446	207.964	1056.536
49723	laconius	Skaven	1313.151	102.647	1056.5335
72440	Hacker	Chaos Dwarves	1305.506	99.594	1056.5210000000002
