	coach	race	mu	phi	value
92545	SupWill0048	High Elves	1421.125	145.842	1056.52
140883	Australopithecus	Necromantic	1351.244	117.898	1056.4989999999998
63590	freckles	Dwarves	1366.255	123.911	1056.4775
44008	Aristouille	Norse	1389.155	133.087	1056.4375
4940	Ramchop	Wood Elves	1466.063	163.853	1056.4305
131731	JJ	Goblins	1336.799	112.15	1056.424
154985	Hawk	Khemri	1422.007	146.238	1056.412
38891	furry	Norse	1416.28	143.948	1056.4099999999999
132553	NeilW	Goblins	1476.832	168.183	1056.3745000000001
91722	Oliver	High Elves	1518.579	184.895	1056.3415
17559	Chele	Humans	1385.61	131.708	1056.34
27844	Micirio	Orc	1537.199	192.344	1056.339
60360	Nonio	Dwarves	1457.463	160.451	1056.3355
47140	Matthew12864	Skaven	1530.696	189.748	1056.326
22447	Evil_Ted	Undead	1494.351	175.213	1056.3185
51679	Vindicta_Mickey	Skaven	1413.44	142.859	1056.2925
170074	Jonny_P	Nurgle's Rotters	1431.089	149.919	1056.2914999999998
57019	Pyfreet	Dwarves	1409.834	141.421	1056.2815
99941	Ronnie	Halflings	1434.918	151.461	1056.2655
190976	stefk	Slann	1339.414	113.262	1056.259
50699	daloonieshaman	Skaven	1401.594	138.134	1056.259
109956	Monk	Amazons	1420.295	145.622	1056.24
123667	Ulfwerner	Chaos	1495.588	175.74	1056.2379999999998
120002	BloodReaper	Chaos	1422.052	146.327	1056.2345
1776	Hutchy_Insane	Wood Elves	1599.905	217.478	1056.21
55516	Tenchy	Dwarves	1558.113	200.769	1056.1905000000002
135923	aciduric	Goblins	1388.048	132.745	1056.1855
14489	GinesBF	Humans	1376.051	127.947	1056.1834999999999
16825	Adeptus_Fringilla	Humans	1262.964	82.714	1056.1789999999999
173813	Hebijinan	Ogres	1315.488	103.729	1056.1655
83580	vudelfo	Dark Elves	1479.92	169.502	1056.165
7679	Mimic	Wood Elves	1506.061	179.972	1056.1309999999999
138882	Geoffro	Necromantic	1375.888	127.905	1056.1254999999999
183346	EvilShamano	Vampires	1403.93	139.129	1056.1075
46935	steelyeyed	Skaven	1571.922	206.333	1056.0895
199939	Spazzfist	Chaos Pact	1441.391	154.132	1056.0610000000001
56917	reQQy	Dwarves	1537.678	192.649	1056.0555000000002
104867	Phags	Halflings	1379.168	129.255	1056.0304999999998
57637	inluzon	Dwarves	1508.434	180.969	1056.0115
180097	Vinz_D	Ogres	1398.887	137.155	1055.9995
20525	Ako	Undead	1414.42	143.37	1055.9950000000001
8368	rabid-squig	Wood Elves	1452.16	158.472	1055.98
145534	indiana-utah	Elves	1393.207	134.912	1055.9270000000001
52007	Sammy	Skaven	1520.368	185.784	1055.908
128124	drannakh	Goblins	1520.852	186.013	1055.8195
22191	Darkboy	Undead	1570.852	206.021	1055.7995
91071	Short_Man	High Elves	1463.312	163.034	1055.7269999999999
211999	Snake_Eyes	Underworld	1379.066	129.345	1055.7035
2000	Subseka	Wood Elves	1524.222	187.415	1055.6845
179270	Van_da_Coach	Ogres	1437.682	152.809	1055.6595
43442	goat314	Norse	1579.555	209.56	1055.6550000000002
112752	RatDaddy	Amazons	1438.632	153.192	1055.652
10593	KLK	Humans	1519.671	185.62	1055.621
83417	Keogh	Dark Elves	1486.052	172.178	1055.607
82404	Parmeg	Dark Elves	1401.426	138.338	1055.581
7801	AGF	Wood Elves	1579.189	209.447	1055.5715
69970	acrtvince	Chaos Dwarves	1462.226	162.676	1055.536
32602	MikeW	Orc	1367.407	124.768	1055.4869999999999
91993	varekuk	High Elves	1504.667	179.679	1055.4695
181805	lunchmoney	Vampires	1388.69	133.29	1055.4650000000001
49943	Chris_Lewis	Skaven	1430.152	149.886	1055.4370000000001
153260	jonno3608	Elves	1413.371	143.185	1055.4085
168731	Ini_cochambroso	Nurgle's Rotters	1518.64	185.296	1055.4
135096	thenickeninja	Goblins	1355.005	119.846	1055.39
13619	Claudius	Humans	1421.515	146.456	1055.375
22039	joe.d.b.	Undead	1451.553	158.473	1055.3705
180985	flo	Ogres	1341.785	114.57	1055.3600000000001
146288	groron	Elves	1453.59	159.31	1055.315
118593	GDRA	Chaos	1426.895	148.644	1055.2849999999999
65855	imoogi	Chaos Dwarves	1455.476	160.085	1055.2635
5945	KrausesHaar	Wood Elves	1421.751	146.597	1055.2585
92131	ghoulboy	High Elves	1399.421	137.671	1055.2435
44038	giorss	Norse	1554.056	199.529	1055.2335
14357	Democritus	Humans	1479.296	169.636	1055.2060000000001
79307	Feuille2chene	Lizardmen	1524.374	187.678	1055.179
196866	Den44	Slann	1416.553	144.56	1055.1530000000002
30271	Fire4Effect	Orc	1480.947	170.331	1055.1194999999998
2324	Nightwing	Wood Elves	1434.72	151.845	1055.1075
43683	docdeth	Norse	1449.865	157.906	1055.1
105643	Lordm	Halflings	1521.14	186.421	1055.0875
126218	Gilko	Chaos	1392.266	134.876	1055.076
25161	Doudidoud	Undead	1498.412	177.34	1055.062
29041	Psycho	Orc	1444.064	155.614	1055.029
16105	Belwar	Humans	1482.541	171.012	1055.011
70180	Mirkino	Chaos Dwarves	1439.907	153.97	1054.982
504	big_be	Wood Elves	1447.034	156.821	1054.9815
72364	Wuckal	Chaos Dwarves	1472.21	166.895	1054.9725
29809	Thrall	Orc	1393.213	135.298	1054.9679999999998
89774	harchunk	Dark Elves	1662.458	242.997	1054.9655
495	ZeFrite	Wood Elves	1572.453	207.0	1054.953
93064	nfa	High Elves	1404.295	139.757	1054.9025000000001
29128	snew	Orc	1568.026	205.263	1054.8685
57854	Chankas	Dwarves	1321.127	106.525	1054.8145
97123	Longshot	High Elves	1626.662	228.764	1054.752
97828	bingbong186	High Elves	1626.662	228.764	1054.752
208172	mandalaky	Chaos Pact	1423.738	147.6	1054.738
77897	Annachie	Lizardmen	1488.767	173.622	1054.712
42975	martinvanquish17	Norse	1425.299	148.243	1054.6915
5547	timy	Wood Elves	1351.768	118.833	1054.6855
116214	Natureboy	Amazons	1476.185	168.608	1054.665
23776	Rampage	Undead	1414.587	143.982	1054.632
19628	jugopata	Undead	1574.551	207.97	1054.626
11504	jymmy	Humans	1516.338	184.687	1054.6205
22247	killemall	Undead	1396.284	136.678	1054.5890000000002
28674	Malefixx	Orc	1377.308	129.088	1054.588
118998	Obelix	Chaos	1499.324	177.897	1054.5815000000002
55725	Neo_chains	Dwarves	1456.338	160.71	1054.5629999999999
77060	Sampei	Lizardmen	1500.725	178.466	1054.56
20974	fe2mike	Undead	1616.513	224.799	1054.5155
132498	Vanhu	Goblins	1398.554	137.619	1054.5065
21597	neko	Undead	1413.129	143.449	1054.5065
63970	hilmas	Chaos Dwarves	1383.786	131.721	1054.4835
109170	DerNebel	Amazons	1483.522	171.626	1054.4569999999999
90479	Cairo	Dark Elves	1462.763	163.328	1054.443
195717	Phags	Slann	1389.558	134.054	1054.423
182875	Rhox	Vampires	1444.88	156.185	1054.4175
34500	Slatfordicus	Orc	1394.793	136.158	1054.398
9368	Mr_Rohlborg	Humans	1379.855	130.195	1054.3675
126054	malospelos	Chaos	1436.13	152.713	1054.3475
48491	brocCooLi	Skaven	1399.919	138.256	1054.279
140724	Pizza_Boy	Necromantic	1617.607	225.338	1054.262
41276	knowmad	Norse	1380.16	130.368	1054.2400000000002
201751	tremere	Chaos Pact	1369.65	126.183	1054.1925
8883	razlo	Wood Elves	1545.824	196.674	1054.1390000000001
117375	hellx	Amazons	1381.712	131.037	1054.1195
84116	SBassman	Dark Elves	1546.033	196.775	1054.0955
94160	GreenGears	High Elves	1474.126	168.016	1054.086
137619	Tosto	Necromantic	1547.579	197.399	1054.0815
40463	DOA	Norse	1487.041	173.189	1054.0684999999999
62691	Visceras	Dwarves	1469.554	166.196	1054.064
131322	Emi_-13-_	Goblins	1410.824	142.706	1054.0590000000002
30303	mhurmio	Orc	1596.802	217.108	1054.032
129940	gutrot81	Goblins	1466.642	165.046	1054.027
59672	RichieRich	Dwarves	1448.824	157.928	1054.0040000000001
131325	LatinoHeat	Goblins	1378.759	129.902	1054.004
63198	Jugaka	Dwarves	1372.447	127.38	1053.9969999999998
66954	Pouch	Chaos Dwarves	1419.37	146.158	1053.975
60543	smashanddash	Dwarves	1437.361	153.363	1053.9535
120447	Théo	Chaos	1377.531	129.432	1053.951
80780	TickTickBoom	Lizardmen	1518.128	185.671	1053.9505
188121	Twyllenimor	Vampires	1453.799	159.948	1053.929
43445	lolodelabombe	Norse	1515.446	184.623	1053.8885
57218	Menguexe	Dwarves	1424.844	148.383	1053.8865
137257	Superdave	Necromantic	1407.297	141.381	1053.8445000000002
4200	zenit	Wood Elves	1439.413	154.229	1053.8405
108673	Peakie	Halflings	1402.975	139.694	1053.74
50760	speeder	Skaven	1417.344	145.444	1053.7340000000002
39775	Elixir	Norse	1391.688	135.182	1053.7330000000002
111628	HerrBunny	Amazons	1475.778	168.818	1053.733
208852	Turgon	Chaos Pact	1439.36	154.261	1053.7075
53886	Harcan	Skaven	1380.428	130.704	1053.6680000000001
87336	axiom	Dark Elves	1410.148	142.592	1053.668
83046	ghoulboy	Dark Elves	1410.277	142.648	1053.6570000000002
13539	knitemare	Humans	1629.88	230.491	1053.6525000000001
85727	Thyrus	Dark Elves	1441.876	155.292	1053.646
127439	Drexxl	Goblins	1296.969	97.335	1053.6315
14101	fol82	Humans	1420.322	146.693	1053.5894999999998
83226	tetsuo	Dark Elves	1348.958	118.16	1053.558
164820	Astellos	Nurgle's Rotters	1401.901	139.346	1053.536
85249	Sunvirgo77	Dark Elves	1446.208	157.071	1053.5305
145661	Piske	Elves	1401.17	139.066	1053.505
46074	Badgertheking	Skaven	1475.55	168.821	1053.4975
18016	baiocco	Humans	1401.709	139.297	1053.4665
54338	bluechippie	Skaven	1514.847	184.553	1053.4645
78966	Sir_Odin	Lizardmen	1505.841	180.981	1053.3885
61855	Madmoi	Dwarves	1546.854	197.388	1053.384
27234	lord_abbachiaton	Undead	1277.393	89.605	1053.3805
56805	Zorrillo	Dwarves	1429.823	150.581	1053.3705
170480	toffer	Nurgle's Rotters	1367.933	125.832	1053.353
50452	woelfchen	Skaven	1433.634	152.135	1053.2965
75656	Jacob9486	Lizardmen	1608.914	222.249	1053.2915
17079	Azoth	Humans	1518.42	186.059	1053.2725
63253	perceballe	Dwarves	1327.264	109.597	1053.2714999999998
84605	joantrooper	Dark Elves	1461.001	163.099	1053.2535
71729	Jordellfb	Chaos Dwarves	1479.441	170.514	1053.156
6530	marinecolorao	Wood Elves	1415.086	144.774	1053.151
32806	jimidrengen	Orc	1451.048	159.159	1053.1505
120215	Northernknight	Chaos	1429.437	150.515	1053.1495
108069	Jordellfb	Halflings	1464.011	164.346	1053.146
22385	Visnu	Undead	1462.454	163.745	1053.0915
9220	Schmee	Humans	1438.265	154.073	1053.0825
206910	holleb	Chaos Pact	1405.737	141.065	1053.0745000000002
36635	Erandur	Norse	1500.994	179.174	1053.059
40360	Popo	Norse	1507.679	181.85	1053.054
213895	Ramchop	Underworld	1407.529	141.797	1053.0365
103926	Panico	Halflings	1543.552	196.21	1053.0269999999998
157139	Trambi	Khemri	1471.115	167.247	1052.9975
11872	Araznaroth	Humans	1465.311	164.956	1052.9209999999998
37904	ChaosChas	Norse	1420.08	146.864	1052.9199999999998
122149	racketytam2	Chaos	1583.939	212.414	1052.904
96053	angusaurora	High Elves	1579.556	210.664	1052.8960000000002
178287	Tempest	Ogres	1326.647	109.504	1052.887
32512	CravenMoorhead	Orc	1495.309	176.97	1052.884
38034	KevinMackay	Norse	1631.604	231.489	1052.8815
141839	Cunning	Necromantic	1379.809	130.776	1052.869
16331	Punker	Humans	1551.178	199.327	1052.8605000000002
123760	Wulffgang	Chaos	1406.459	141.44	1052.859
35562	Orkoide	Orc	1560.602	203.098	1052.857
16624	KarlLagerbottom	Humans	1425.13	148.943	1052.7725
94284	talarius	High Elves	1437.107	153.737	1052.7645
126007	ATWA	Chaos	1467.903	166.06	1052.7530000000002
88030	bonto	Dark Elves	1332.378	111.873	1052.6954999999998
100236	Piske	Halflings	1282.666	91.996	1052.676
13659	MoodyGit	Humans	1370.115	126.986	1052.65
27712	Thomo	Orc	1459.167	162.619	1052.6194999999998
127259	Spazzfist	Goblins	1439.01	154.576	1052.57
80972	ATILA	Lizardmen	1360.763	123.285	1052.5504999999998
83928	Kalel	Dark Elves	1403.001	140.191	1052.5235
176831	thechosengobbo	Ogres	1392.825	136.128	1052.505
103336	zoglug	Halflings	1394.655	136.868	1052.4850000000001
205389	antipixi	Chaos Pact	1354.515	120.817	1052.4725
70524	Grombak	Chaos Dwarves	1346.762	117.723	1052.4544999999998
42143	Jerrybadger	Norse	1455.499	161.235	1052.4115
54843	wapcaplets	Dwarves	1389.164	134.728	1052.344
207236	Peli	Chaos Pact	1411.7	143.745	1052.3375
139194	Casco_amarillo	Necromantic	1456.003	161.475	1052.3155
147921	runestone	Elves	1495.841	177.42	1052.291
47204	Raging82	Skaven	1400.043	139.11	1052.2679999999998
216182	arkham33	Underworld	1398.162	138.365	1052.2495
73133	Uwe_G	Lizardmen	1444.222	156.79	1052.247
52849	_Nico_	Skaven	1469.329	166.855	1052.1915
174497	Leonida	Ogres	1390.186	135.201	1052.1834999999999
70324	Nardo	Chaos Dwarves	1466.596	165.794	1052.1109999999999
135719	Kirou	Goblins	1359.877	123.117	1052.0845
18918	Krys_Rajca	Undead	1407.781	142.28	1052.081
29221	Chimi	Orc	1558.621	202.621	1052.0685
20629	Gninocker	Undead	1302.864	100.324	1052.054
269	Mushoomy	Wood Elves	1391.504	135.78	1052.0539999999999
31196	Nonumber	Orc	1384.389	132.942	1052.0339999999999
62941	20phoenix	Dwarves	1525.896	189.546	1052.031
175401	Prince	Ogres	1404.246	140.898	1052.0010000000002
131457	JackH	Goblins	1456.031	161.623	1051.9735
160059	Moro	Khemri	1372.401	128.172	1051.971
176582	LiX	Ogres	1378.487	130.611	1051.9595000000002
187921	rulo	Vampires	1433.791	152.734	1051.956
3178	J.R.Rotten	Wood Elves	1362.336	124.158	1051.941
50157	LarsEnvengger	Skaven	1587.631	214.287	1051.9135
180771	ce1977	Ogres	1488.371	174.597	1051.8785
105751	wideright	Halflings	1436.167	153.724	1051.857
208240	flo	Chaos Pact	1314.704	105.139	1051.8564999999999
31711	TheGonkMachine	Orc	1397.979	138.453	1051.8465
53232	Kevindez	Skaven	1361.74	123.962	1051.835
54423	MChead	Skaven	1498.769	178.787	1051.8015
3921	dutchmunsell	Wood Elves	1618.832	226.823	1051.7745
85686	dutchmunsell	Dark Elves	1544.886	197.246	1051.771
86751	Diogen	Dark Elves	1471.167	167.775	1051.7295
49907	tyrant	Skaven	1378.203	130.592	1051.723
58878	khanmank	Dwarves	1466.448	165.895	1051.7105000000001
45446	Eddie	Skaven	1536.741	194.031	1051.6635
140445	Chaosdida	Necromantic	1586.827	214.07	1051.652
60943	Tupiboy	Dwarves	1427.867	150.486	1051.652
45228	MOUK	Norse	1494.97	177.331	1051.6425
84143	TestingGoblin	Dark Elves	1320.135	107.398	1051.6399999999999
43989	tully	Norse	1387.367	134.291	1051.6395
110446	grimgor83	Amazons	1427.274	150.256	1051.634
173593	Garaz	Ogres	1417.238	146.245	1051.6255
65202	Goldmember	Chaos Dwarves	1389.312	135.091	1051.5845
7721	Boy_Wonder	Wood Elves	1506.932	182.145	1051.5695
141262	TheHurricane	Necromantic	1439.768	155.289	1051.5455000000002
132418	Beorg	Goblins	1483.753	172.919	1051.4555
177418	Pentar	Ogres	1580.146	211.483	1051.4385
54926	kennels	Dwarves	1480.178	171.498	1051.433
501	Jaskaban	Wood Elves	1360.078	123.491	1051.3505
89232	N1X	Dark Elves	1554.872	201.419	1051.3245000000002
697	dpwright	Wood Elves	1540.23	195.569	1051.3075000000001
81925	prototiipe	Dark Elves	1472.157	168.361	1051.2545
198072	Kalarien	Slann	1517.76	186.604	1051.25
135058	Old_dwarf	Goblins	1346.702	118.191	1051.2245
37538	Hebijinan	Norse	1550.623	199.765	1051.2105000000001
49424	FanaDesGobs	Skaven	1480.597	171.756	1051.2069999999999
71316	Boy_Wonder	Chaos Dwarves	1521.671	188.19	1051.196
51024	Iltempogigante	Skaven	1435.618	153.77	1051.193
210384	Pilaf	Underworld	1404.526	141.334	1051.191
30191	RobertBrown	Orc	1607.912	222.707	1051.1445
77507	Marcuz	Lizardmen	1477.506	170.546	1051.141
68072	Z.F.	Chaos Dwarves	1402.248	140.449	1051.1255
84657	RobRan	Dark Elves	1386.507	134.162	1051.102
31793	alveiz	Orc	1463.746	165.058	1051.101
130146	marcv2	Goblins	1510.053	183.586	1051.0880000000002
88605	EvilTrev	Dark Elves	1566.645	206.239	1051.0475000000001
90955	lunchmoney	High Elves	1403.019	140.794	1051.034
37799	Amaroo	Norse	1407.945	142.771	1051.0175
6850	Communiste	Wood Elves	1600.065	219.623	1051.0075000000002
17078	FabioEinstein	Humans	1480.39	171.759	1050.9925
107706	OON	Halflings	1437.642	154.661	1050.9895000000001
56335	lesya	Dwarves	1500.768	179.915	1050.9805000000001
121951	StJohn2	Chaos	1546.07	198.044	1050.96
33674	Ciro	Orc	1467.993	166.816	1050.953
135628	Paulip	Goblins	1487.049	174.442	1050.944
130525	Carloz	Goblins	1371.368	128.177	1050.9254999999998
188419	Airus	Vampires	1492.104	176.513	1050.8215
46748	Raverten	Skaven	1374.941	129.65	1050.816
217084	RackLuhr	Underworld	1588.959	215.258	1050.814
58447	Paco_Creed	Dwarves	1433.625	153.13	1050.8
163416	ClayInfinity	Khemri	1679.654	251.543	1050.7965
5016	fol82	Wood Elves	1386.335	134.219	1050.7875
66944	Sparticus	Chaos Dwarves	1580.06	211.711	1050.7824999999998
165063	buzzard	Nurgle's Rotters	1452.0	160.493	1050.7675
110952	sutters	Amazons	1448.892	159.251	1050.7645
43015	kiosone	Norse	1438.9	155.264	1050.74
188365	Kwek	Vampires	1494.322	177.443	1050.7144999999998
142293	anderson	Necromantic	1388.143	134.973	1050.7105000000001
170963	thor87	Nurgle's Rotters	1379.868	131.665	1050.7055
82608	Yekcim	Dark Elves	1487.609	174.764	1050.6989999999998
6775	Sharkan	Wood Elves	1515.508	185.927	1050.6905000000002
120536	Zodo	Chaos	1485.064	173.767	1050.6465
28601	abarrio	Orc	1614.389	225.499	1050.6415
79548	Daniel_Hewitson	Lizardmen	1493.426	177.114	1050.6409999999998
192738	Galo	Slann	1380.192	131.847	1050.5745
46750	Doomy	Skaven	1344.648	117.63	1050.5729999999999
42227	Kingslayer	Norse	1498.776	179.282	1050.571
4708	Youps	Wood Elves	1596.34	218.309	1050.5674999999999
144313	PANDA	Necromantic	1415.826	146.105	1050.5635
161279	Fireolli	Khemri	1309.929	103.767	1050.5115
135308	dwarfcoach	Goblins	1441.423	156.374	1050.488
140658	maxwellhauser	Necromantic	1562.992	205.012	1050.462
100536	Colin	Halflings	1454.373	161.586	1050.408
38126	Psycho	Norse	1476.551	170.468	1050.3809999999999
16478	Paul_Groves	Humans	1520.914	188.233	1050.3315
182100	tmartin	Vampires	1469.686	167.757	1050.2934999999998
51220	Paul	Skaven	1466.218	166.373	1050.2855
48842	leverloos	Skaven	1436.005	154.288	1050.285
105781	Bendixen	Halflings	1365.755	126.196	1050.265
84035	Maru	Dark Elves	1409.83	143.833	1050.2475
11211	TripleP	Humans	1508.289	183.226	1050.224
104974	BlapyMetal	Halflings	1424.07	149.55	1050.195
3050	doc_drak	Wood Elves	1644.256	237.627	1050.1885000000002
95070	Ace2k00	High Elves	1508.899	183.488	1050.1789999999999
90219	spike	Dark Elves	1409.402	143.692	1050.172
104574	Purple_Nurple	Halflings	1341.075	116.364	1050.165
196475	JaM	Slann	1389.617	135.796	1050.127
139852	chote	Necromantic	1471.596	168.613	1050.0635
77842	RichieRich	Lizardmen	1414.494	145.774	1050.059
40521	Stikman	Norse	1417.04	146.794	1050.0549999999998
153071	Goldarck	Elves	1598.452	219.366	1050.0369999999998
175052	Legalodec	Ogres	1445.508	158.192	1050.028
94235	rmilsom	High Elves	1458.789	163.519	1049.9915
179527	2keus	Ogres	1576.013	210.413	1049.9805
125232	Kalmi	Chaos	1444.245	157.749	1049.8725
78082	hard6	Lizardmen	1469.788	167.976	1049.848
16985	jonno3608	Humans	1379.489	131.863	1049.8315
36270	sylansek	Orc	1476.921	170.836	1049.8310000000001
38806	Brosco	Norse	1460.579	164.302	1049.824
166057	PapyHarzen	Nurgle's Rotters	1579.541	211.893	1049.8085
28396	RamsFan28	Orc	1399.281	139.795	1049.7935
40483	Scerlocchius	Norse	1398.653	139.566	1049.738
144777	Raggnarok	Necromantic	1375.275	130.22	1049.7250000000001
181822	swartz24	Vampires	1264.276	85.826	1049.711
210672	Daenoeris	Underworld	1389.575	135.954	1049.69
85754	sebvdw	Dark Elves	1540.16	196.191	1049.6825000000001
188601	Bentivoglio	Vampires	1347.071	118.956	1049.681
161067	wolftech9818	Khemri	1407.464	143.12	1049.664
206226	40KVet	Chaos Pact	1411.715	144.823	1049.6574999999998
22463	CLAUCEL	Undead	1638.371	235.489	1049.6485000000002
185633	eldritchfox	Vampires	1439.5	155.941	1049.6475
62512	Darkend	Dwarves	1430.018	152.149	1049.6455
196701	Taxal	Slann	1392.942	137.321	1049.6395
53853	dementor	Skaven	1312.169	105.012	1049.6390000000001
29949	Trambi	Orc	1415.609	146.388	1049.639
19076	wwe2015	Undead	1322.025	108.959	1049.6275
162928	TuernRedvenom	Khemri	1459.584	163.989	1049.6115
15904	MarkAnderson104	Humans	1495.063	178.186	1049.598
2401	Zeboss	Wood Elves	1600.792	220.478	1049.5969999999998
178753	rex	Ogres	1452.725	161.253	1049.5925
119674	Carnage4u	Chaos	1667.526	247.176	1049.5860000000002
169726	ggiersch	Nurgle's Rotters	1667.526	247.176	1049.5860000000002
106300	FFFs	Halflings	1416.317	146.698	1049.5720000000001
137126	roguethirteen	Necromantic	1553.926	201.749	1049.5535
80549	Zedrenael	Lizardmen	1469.05	167.799	1049.5525
11207	cryptkicker	Humans	1403.822	141.713	1049.5394999999999
16871	Trent	Humans	1445.578	158.424	1049.518
126641	Huki	Chaos	1466.111	166.641	1049.5085000000001
62047	MAPAK	Dwarves	1583.763	213.704	1049.503
129903	lord_squinty	Goblins	1351.695	120.885	1049.4824999999998
79202	Thanquol	Lizardmen	1455.736	162.503	1049.4785000000002
54259	Garrapatosaltarin	Skaven	1542.77	197.325	1049.4575
93411	runestone	High Elves	1503.091	181.461	1049.4384999999997
84326	runestone	Dark Elves	1503.091	181.461	1049.4384999999997
195915	Nithrom	Slann	1410.599	144.472	1049.4189999999999
136564	Lekrokmorts	Necromantic	1476.019	170.642	1049.414
112404	heinrich	Amazons	1491.205	176.751	1049.3274999999999
13817	LarsEnvengger	Humans	1527.184	191.152	1049.304
105224	TalonBay	Halflings	1387.364	135.226	1049.299
208603	aciduric	Chaos Pact	1371.738	128.976	1049.298
78371	punishergrim	Lizardmen	1438.04	155.502	1049.2849999999999
165861	mcrwtelly	Nurgle's Rotters	1394.961	138.303	1049.2035
180477	malkavian	Ogres	1389.23	136.012	1049.2
34095	EvilTrev	Orc	1427.377	151.285	1049.1644999999999
